id_part,id_die,id_machine,id_client,manufactored_on,defect_type,created_at,updated_at,enabled,category,zone,sub_zone,view,mapped_defect,prob_Blow_Hole,pred_Blow_Hole,prob_Crack,pred_Crack,prob_Non_filling,pred_Non_filling,prob_Porosity,pred_Porosity,prob_Shrinkage,pred_Shrinkage,prob_Chipoff,pred_Chipoff,correct
0802214327611,S14,UBE 850T-2,1,,Non-Filling,,2026-09-11 09:18:28.239629+00:00,,CR,M,M-2,Right Side,Non_filling,0.2937151608720181,0,0.7773373695927585,1,0.470290814957497,1,0.1845382147354674,0,0.27915995789318687,0,0.3063997850202765,0,1.0
0802214027609,S14,UBE 850T-2,1,,Bend,,2026-09-11 09:19:05.142649+00:00,,CR,A,A-2,Top View,,0.40898309990324744,1,0.7582782831539568,1,0.5518479378705446,1,0.2951294628044078,0,0.24779795502863966,0,0.1257583583679787,0,
0802222227637,S14,UBE 850T-2,1,,Bend,,2026-09-11 09:19:41.682685+00:00,,CR,D,D-4,Top View,,0.2921532608434443,0,0.735280818894829,1,0.6037317612121866,1,0.27081066879467475,0,0.25897543596140676,0,0.12876972479472942,0,
0802223527648,S14,UBE 850T-2,1,,Non-Filling,,2026-09-11 09:22:19.741925+00:00,,CR,S,S-2,Rear,Non_filling,0.5213234057309429,1,0.3027973265133318,0,0.552978939367527,1,0.2985872750678657,0,0.25044166207277774,0,0.12618512207682614,0,1.0
0818144720682,S14,UBE 850T-2,1,,"PLC_COMMUNICATION_FAILED_PLC SLMP START_ACK timeout (expected 1,1,2)",,2026-09-14 05:42:23.307141+00:00,,,,,,,0.6012980717096468,1,0.7690199660965106,1,0.5129879992647098,1,0.7333565528253515,1,0.7369906428701369,1,0.1129336717612284,0,
0802222827642,S14,UBE 850T-2,1,,Non-Filling,,2026-09-11 09:23:24.637908+00:00,,CR,N,N-1,Right Side,Non_filling,0.29167341524753176,0,0.7659158325734162,1,0.6131778082207929,1,0.2843695683506424,0,0.7269057151508446,1,0.10995711807057316,0,1.0
0802221927634,S14,UBE 850T-2,1,,Bend,,2026-09-11 09:23:36.772286+00:00,,CR,O,O-2,Front,,0.07960633473035915,0,0.30161956090320563,0,0.43651946528838115,1,0.5106082557560341,1,0.7462658782778188,1,0.1748920195743046,0,
0802222427638,S14,UBE 850T-2,1,,Bend,,2026-09-11 09:24:13.540420+00:00,,CR,O,O-2,Front,,0.16261713408052902,0,0.7543468130830255,1,0.4019742283065142,1,0.30208156140865067,0,0.6960087310044712,1,0.11983284730067781,0,
0802214927616,S14,UBE 850T-2,1,,Bend,,2026-09-11 09:24:49.968292+00:00,,CR,R,R-1,Rear,,0.16243233697030457,0,0.28156103112303066,0,0.4154102655446265,1,0.5540965650362012,1,0.20360820191182144,0,0.8216591137868985,1,
0817234729968,S14,UBE 850T-2,1,,Blow Hole M8,,2026-09-14 08:27:18.705252+00:00,,CRAM,E,E-2,Bottom View,Blow_Hole,0.7158695406962889,1,0.7569949039208301,1,0.48905958001055494,1,0.5908296909169224,1,0.5865976432288185,1,0.15451574755426267,0,1.0
0802182827522,S14,UBE 850T-2,1,,PLC_COMMUNICATION_FAILED_PLC packet timeout,,2026-09-12 10:39:38.155467+00:00,,,,,,,0.11542610934055689,0,0.7181338293243172,1,0.4696343452777133,1,0.7567634807142238,1,0.27652387745112245,0,0.16135443008509848,0,
0821153320320,S14,UBE 850T-2,1,,M14 Face Blow Hole,,2026-09-14 09:06:03.498746+00:00,,CRAM,E,E-2,Bottom View,Blow_Hole,0.09679879072778169,0,0.281469729330927,0,0.1749051464924894,0,0.15483431174626835,0,0.18050838125565555,0,0.7894675738306773,1,0.0
0821155820339,S14,UBE 850T-2,1,,M14 Face Blow Hole,,2026-09-14 09:09:49.761461+00:00,,CRAM,E,E-2,Bottom View,Blow_Hole,0.48842491955496,1,0.2684786586264086,0,0.17565818081932416,0,0.15882303110480744,0,0.28781522002048826,0,0.14005283499704466,0,1.0
0802161327409,S14,UBE 850T-2,1,,Non-Filling,,2026-09-11 09:53:05.763468+00:00,,CR,A,A-1,Top View,Non_filling,0.6986534576887302,1,0.7618662967520285,1,0.5898885968640641,1,0.35402036499693235,0,0.4195309005842487,1,0.09400756679569594,0,1.0
0801204126941,S14,UBE 850T-2,1,,Non-Filling,,2026-09-22 06:47:24.590702+00:00,,CR,N,N-2,Right Side,Non_filling,0.09628146710652835,0,0.25556874325491935,0,0.39330059200943246,0,0.15418051261093504,0,0.7483253886731805,1,0.1433763441916948,0,0.0
0802223427647,S14,UBE 850T-2,1,,Face Blow Hole,,2026-09-11 17:22:28.432443+00:00,,CRAM,H,H-4,Bottom View,Blow_Hole,0.2917071352899999,0,0.7179569521411203,1,0.21247211588980341,0,0.1836753741228203,0,0.5348442546230395,1,0.15706786119165136,0,0.0
0802190027549,S14,UBE 850T-2,1,,Shrinkage,,2026-09-11 17:26:53.891760+00:00,,CR,H,H-3,Bottom View,Shrinkage,0.07953749918066554,0,0.26188843085254915,0,0.3316726466831332,0,0.3839823142046772,0,0.5776177024571935,1,0.17577411470133644,0,1.0
0802172227467,S14,UBE 850T-2,1,,Porosity,,2026-09-11 17:36:28.256396+00:00,,CRAM,P,P-2,Front,Porosity,0.17835849358418332,0,0.3028626263487266,0,0.46164032727496707,1,0.5965935825986806,1,0.6950678241803252,1,0.12613099222681634,0,1.0
0818144620681,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 05:42:35.828399+00:00,,CR,A,A-1,Top View,Non_filling,0.2749976523071095,0,0.7623625387017503,1,0.4279248602298401,1,0.6722266623740532,1,0.2505734899801006,0,0.16186711335518977,0,1.0
0819054921344,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 05:51:47.012779+00:00,,CR,S,S-2,Rear,Non_filling,0.7151489986944654,1,0.763887285341544,1,0.7040819907178177,1,0.5643414605836197,1,0.7452052350329232,1,0.11181676577054878,0,1.0
0819054121337,S14,UBE 850T-2,1,,Black Mark,,2026-09-14 05:57:22.717692+00:00,,CR,H,H-3,Bottom View,,0.2775015751604044,0,0.8056658543087241,1,0.5084710224758016,1,0.9058173398471907,1,0.2585375149408093,0,0.3051745058059042,0,
0819051221312,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 06:03:23.912603+00:00,,CR,L,L-1,Left Side,Non_filling,0.492006490765353,1,0.8533911295153651,1,0.8119550435696945,1,0.8803426078202398,1,0.19811300144612548,0,0.11735471972578129,0,1.0
0819044721289,S14,UBE 850T-2,1,,Bend,,2026-09-14 06:05:34.378050+00:00,,CR,Q,Q-1,Rear,,0.3042085607658368,0,0.7516028817222927,1,0.5271192787691995,1,0.7542163402067391,1,0.7090421504188833,1,0.20270725083121588,0,
0824190521203,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 07:08:44.480815+00:00,,CR,L,L-1,Left Side,Non_filling,0.1168051046760445,0,0.27753630744817415,0,0.531123497208271,1,0.5989544451459459,1,0.20299813416481294,0,0.7086085010095178,1,1.0
0821112720165,S14,UBE 850T-2,1,,Black Mark,,2026-09-14 07:16:39.540585+00:00,,CR,H,H-3,Bottom View,,0.178628370512817,0,0.26911030984887585,0,0.329293350915397,0,0.35608214748109807,0,0.23692296580057468,0,0.7971551774605662,1,
0821094720124,S14,UBE 850T-2,1,,Black Mark,,2026-09-14 07:40:09.192050+00:00,,CR,H,H-3,Bottom View,,0.33285537164810797,0,0.276992000986708,0,0.3068748760621495,0,0.2966396686316293,0,0.20278995682816572,0,0.1546683810403466,0,
0817221529925,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 08:13:57.837011+00:00,,CR,S,S-2,Rear,Non_filling,0.7238543675895303,1,0.7916098486553153,1,0.7704048963342804,1,0.29617652135940475,0,0.7429504180012656,1,0.20309765716615075,0,1.0
0817201529823,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 08:17:19.470746+00:00,,CR,S,S-2,Rear,Non_filling,0.6780747194730353,1,0.7621879508840322,1,0.6077131460734967,1,0.6709014815379984,1,0.7334039423169818,1,0.8025740331996097,1,1.0
0817195629807,S14,UBE 850T-2,1,,Black Mark,,2026-09-14 08:17:55.929303+00:00,,CR,D,D-1,Top View,,0.5080526307691342,1,0.7689227771910393,1,0.5576172322150261,1,0.26896422604175463,0,0.6867574517277512,1,0.30836515921007335,0,
0818001129988,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 08:18:35.266644+00:00,,CR,H,H-1,Bottom View,Non_filling,0.6828062531658946,1,0.7751386973709102,1,0.3232724034929077,0,0.5623540017852626,1,0.7486043106353544,1,0.156976187846143,0,0.0
0817195229803,S14,UBE 850T-2,1,,Black Mark,,2026-09-14 08:18:47.413107+00:00,,CR,R,R-2,Rear,,0.8609496714632837,1,0.794185064915408,1,0.563110920107855,1,0.2703199183583803,0,0.7143382101004958,1,0.17669116760306122,0,
0817173729728,S14,UBE 850T-2,1,,Blow Hole M8,,2026-09-14 08:19:03.559769+00:00,,CRAM,E,E-2,Bottom View,Blow_Hole,0.7665658761969669,1,0.7536635438243108,1,0.5234095337314876,1,0.5115295830749031,1,0.7447636332362013,1,0.19715833240093156,0,1.0
0817170929704,S14,UBE 850T-2,1,,Black Mark,,2026-09-14 08:19:31.999344+00:00,,CR,P,P-2,Front,,0.37238931552370413,0,0.7450684135406865,1,0.3710225553418518,0,0.714893514635,1,0.47542003302585456,1,0.15780986268129785,0,
0817173629727,S14,UBE 850T-2,1,,Black Mark,,2026-09-14 08:19:52.451353+00:00,,CR,S,S-1,Rear,,0.6988110435419672,1,0.7492713358258197,1,0.37967769619619174,0,0.798604764562069,1,0.6833003838606944,1,0.1683716679151294,0,
0817180829741,S14,UBE 850T-2,1,,Black Mark,,2026-09-14 08:20:04.601838+00:00,,CR,H,H-3,Bottom View,,0.8712814852671601,1,0.8533897804418065,1,0.7133676875189188,1,0.598375747114851,1,0.24904220027064283,0,0.12859057337431595,0,
0817231329940,S14,UBE 850T-2,1,,Blow Hole M8,,2026-09-14 08:24:36.011936+00:00,,CRAM,E,E-2,Bottom View,Blow_Hole,0.6643761748874419,1,0.7931490071722408,1,0.453503623387396,1,0.8054328941133516,1,0.5747916301353968,1,0.19648699697719663,0,1.0
0824203621282,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 09:42:54.602360+00:00,,CR,K,K-1,Left Side,Non_filling,0.1738427531004338,0,0.44910281485606796,1,0.14513943258700177,0,0.36256361801410164,0,0.2046286753496342,0,0.802604375305824,1,0.0
0825213322411,S14,UBE 850T-2,1,,Chip-off,,2026-09-14 09:48:17.437754+00:00,,CR,G,G-1,Bottom View,Chipoff,0.1744070005495642,0,0.753996409929542,1,0.11030602348787105,0,0.3516884198744933,0,0.190712868295763,0,0.8017347615644087,1,1.0
0824190821206,S14,UBE 850T-2,1,,Face Blow Hole,,2026-09-14 16:48:44.360331+00:00,,CRAM,B,B-1,Top View,Blow_Hole,0.6481272489419618,1,0.8533824127882668,1,0.4128548884366713,1,0.15100410561608793,0,0.1749715544325336,0,0.09516484817430139,0,1.0
0825215122427,S14,UBE 850T-2,1,,Blow Hole M8,,2026-09-14 16:49:25.165796+00:00,,CRAM,B,B-1,Top View,Blow_Hole,0.18119257293119323,0,0.27482238521462765,0,0.08993579804532625,0,0.18311047318129153,0,0.24792541753333242,0,0.16738229159061127,0,0.0
0825021521517,S14,UBE 850T-2,1,,Non-Filling,,2026-09-14 17:08:02.312597+00:00,,CR,O,O-2,Front,Non_filling,0.17521733157813255,0,0.2770619931982801,0,0.08753459943220074,0,0.28398722458658693,0,0.23821835690289034,0,0.166898801805519,0,0.0
0806094820767,S14,UBE 850T-2,1,,Black Mark,,2026-09-15 10:36:25.750615+00:00,,CR,P,P-1,Front,,0.8765875008157651,1,0.7677543329577163,1,0.5112660634695735,1,0.759990111946845,1,0.25835552383919963,0,0.16265345829674915,0,
0821065222458,S14,UBE 850T-2,1,,M14 Face Blow Hole,,2026-09-15 12:44:22.375442+00:00,,CRAM,E,E-3,Bottom View,Blow_Hole,0.3812880852381134,0,0.26666536634600957,0,0.16428115572025428,0,0.19399549493556978,0,0.20358663818008335,0,0.1696020539889881,0,0.0
0820194721940,S14,UBE 850T-2,1,,Non-Filling,,2026-09-15 13:32:18.490874+00:00,,CR,S,S-1,Rear,Non_filling,0.7238412087533106,1,0.16587412875647195,0,0.050173868886695686,0,0.17481547195770325,0,0.14128088668714392,0,0.898210660030275,1,0.0
0820191321919,S14,UBE 850T-2,1,,Chip-off,,2026-09-15 13:38:43.335805+00:00,,CR,F,F-7,Bottom View,Chipoff,0.18075596563381127,0,0.23651042477472867,0,0.08470787419453454,0,0.17511636214099538,0,0.1956152111372454,0,0.802005578186494,1,1.0
0825140122064,S14,UBE 850T-2,1,,Porosity,,2026-09-15 13:47:37.154124+00:00,,CRAM,P,P-3,Front,Porosity,0.29383308387658946,0,0.27066735410971565,0,0.2401647423982954,0,0.2644451452476617,0,0.25841569005820647,0,0.19266138771954808,0,0.0
0820154221730,S14,UBE 850T-2,1,,Non-Filling,,2026-09-15 15:11:41.834953+00:00,,CR,F,F-2,Bottom View,Non_filling,0.24024825669986047,0,0.23625550474117038,0,0.5747900891646729,1,0.2966616577587752,0,0.2003254562278405,0,0.16242456942781702,0,1.0
0820162421767,S14,UBE 850T-2,1,,Black Mark,,2026-09-15 15:13:02.927566+00:00,,CR,S,S-1,Rear,,0.17054213056286752,0,0.2524715847565847,0,0.2048500465113301,0,0.1624314032449885,0,0.20452185992829405,0,0.16112940132811743,0,
0820155821744,S14,UBE 850T-2,1,,Chip-off,,2026-09-15 15:16:45.295988+00:00,,CR,F,F-2,Bottom View,Chipoff,0.1292593843631,0,0.24387844647859835,0,0.28008368713166787,0,0.18157669495271025,0,0.19883074512378152,0,0.5435675629941832,1,1.0
0807000321385,S14,UBE 850T-2,1,,PLC_COMMUNICATION_FAILED_PLC packet timeout,,2026-09-12 07:55:15.276911+00:00,,,,,,,0.6830001623312534,1,0.7609424162946743,1,0.7875839564158089,1,0.7351942787256764,1,0.25192447225011305,0,0.7288615823076772,1,
0802152027364,S14,UBE 850T-2,1,,Crack,,2026-09-11 10:04:48.095820+00:00,,CR,E,E-5,Bottom View,Crack,0.6643702133453241,1,0.7751432418362874,1,0.42802240412695036,1,0.1812039491512348,0,0.21011554821195758,0,0.1257882774998628,0,1.0
0802145527343,S14,UBE 850T-2,1,,Crack,,2026-09-11 10:07:38.111683+00:00,,CR,G,G-1,Bottom View,Crack,0.24293021246385996,0,0.7566246660974699,1,0.4151328685283028,1,0.7151787112399466,1,0.2427627249057845,0,0.16863523742430073,0,1.0
0802132627268,S14,UBE 850T-2,1,,Crack,,2026-09-11 10:19:40.016480+00:00,,CR,E,E-1,Bottom View,Crack,0.4930059289621092,1,0.7608321088886674,1,0.44720833380211383,1,0.18888062779786208,0,0.24233973223313343,0,0.13835213778702907,0,1.0
0802100527229,S14,UBE 850T-2,1,,Bend,,2026-09-11 10:28:52.560899+00:00,,CR,O,O-1,Front,,0.2774237893635425,0,0.8533912033231235,1,0.7878521377340255,1,0.17532784071792662,0,0.7458302798829428,1,0.10839258286564957,0,
0802105427257,S14,UBE 850T-2,1,,Porosity,,2026-09-11 10:30:29.116241+00:00,,CRAM,E,E-3,Bottom View,Porosity,0.24275005297428293,0,0.7514870879398843,1,0.4149977551228716,1,0.7605920477770832,1,0.4218440126759462,1,0.15505388340796952,0,1.0
0802104927253,S14,UBE 850T-2,1,,Porosity,,2026-09-11 10:31:28.913344+00:00,,CRAM,E,E-2,Bottom View,Porosity,0.16913154507178477,0,0.7742478051488029,1,0.3488798810673743,0,0.8674926206060017,1,0.24106085720742715,0,0.3105507972853883,0,1.0
0802105727260,S14,UBE 850T-2,1,,Bend,,2026-09-11 10:35:53.164874+00:00,,CR,A,A-3,Top View,,0.7661790174369872,1,0.7751969148032187,1,0.4383191799593955,1,0.3566219384621751,0,0.7402725936599723,1,0.0899341948927054,0,
0802103427240,S14,UBE 850T-2,1,,Bend,,2026-09-11 10:36:40.186783+00:00,,CR,D,D-4,Top View,,0.4939975013772601,1,0.2947790817094419,0,0.44625868628129295,1,0.1822973794549124,0,0.29562790475399436,0,0.3115881237384568,0,
0802071027130,S14,UBE 850T-2,1,,Bend,,2026-09-11 10:40:13.520974+00:00,,CR,A,A-2,Top View,,0.1288938830289174,0,0.2560048281618163,0,0.17731100626466262,0,0.4151031860169234,1,0.5276975404835385,1,0.3092922864012186,0,
0802074527155,S14,UBE 850T-2,1,,Bend,,2026-09-11 10:51:59.932454+00:00,,CR,A,A-2,Top View,,0.1782173960301987,0,0.7881532928491618,1,0.6084251368863827,1,0.351030433423528,0,0.23985916943451413,0,0.8206432264007124,1,
